12th	19525800.txt:1 
experiences	19525800.txt:2 
experiments	19525800.txt:2 
explaining	19525800.txt:4 
explosion	19525800.txt:1 
exquisite	19525800.txt:7 
extemporised	19525800.txt:1 
extended	19525800.txt:1 
extra	19525800.txt:3 
extravagance	19525800.txt:3 
extremely	19525800.txt:13 
exultation	19525800.txt:1 
eye	19525800.txt:13 
eyed	19525800.txt:1 
eyes	19525800.txt:95 
fainting	19525800.txt:1 
fair	19525800.txt:30 
fallen	19525800.txt:7 
false	19525800.txt:5 
faltering	19525800.txt:1 
famous	19525800.txt:1 
far	19525800.txt:61 
fascinated	19525800.txt:1 
fasten	19525800.txt:1 
fatherbut	19525800.txt:1 
fatherly	19525800.txt:3 
fatigue	19525800.txt:3 
fattening	19525800.txt:1 
faugh	19525800.txt:1 
fawning	19525800.txt:2 
fayfiddly	19525800.txt:1 
fearful	19525800.txt:1 
fearmorris	19525800.txt:1 
feasts	19525800.txt:2 
fed	19525800.txt:2 
feeble	19525800.txt:3 
fellowhe	19525800.txt:1 
fiddle	19525800.txt:3 
fiddles	19525800.txt:2 
fie	19525800.txt:8 
fields	19525800.txt:6 
fiercer	19525800.txt:1 
fiery	19525800.txt:2 
fill	19525800.txt:5 
filling	19525800.txt:2 
finally	19525800.txt:10 
fine	19525800.txt:34 
finish	19525800.txt:2 
finished	19525800.txt:9 
firelight	19525800.txt:1 
fists	19525800.txt:2 
fit	19525800.txt:9 
fits	19525800.txt:9 
fittings	19525800.txt:1 
fiveandtwenty	19525800.txt:1 
fixed	19525800.txt:4 
flat	19525800.txt:1 
flattery	19525800.txt:1 
fleet	19525800.txt:1 
floors	19525800.txt:1 
flowed	19525800.txt:1 
folk	19525800.txt:5 
folks	19525800.txt:2 
fond	19525800.txt:6 
foolish	19525800.txt:15 
footsore	19525800.txt:1 
forearmed	19525800.txt:1 
foreign	19525800.txt:10 
foreignlooking	19525800.txt:1 
forewarned	19525800.txt:1 
forgave	19525800.txt:1 
forgotten	19525800.txt:11 
formal	19525800.txt:5 
former	19525800.txt:8 
fortnightly	19525800.txt:1 
fortunate	19525800.txt:3 
fortune	19525800.txt:6 
forwarding	19525800.txt:1 
founded	19525800.txt:2 
frame	19525800.txt:7 
franked	19525800.txt:4 
free	19525800.txt:10 
frequent	19525800.txt:2 
fret	19525800.txt:1 
frigidness	19525800.txt:1 
frisk	19525800.txt:1 
frizzed	19525800.txt:1 
front	19525800.txt:12 
frugal	19525800.txt:2 
fugitive	19525800.txt:2 
fumbling	19525800.txt:2 
furious	19525800.txt:1 
gained	19525800.txt:2 
galleries	19525800.txt:2 
galloping	19525800.txt:1 
gaudy	19525800.txt:1 
gaunt	19525800.txt:1 
gaze	19525800.txt:4 
gazed	19525800.txt:3 
gazette	19525800.txt:1 
gem	19525800.txt:2 
gems	19525800.txt:1 
generally	19525800.txt:4 
gibbets	19525800.txt:1 
gillyflowers	19525800.txt:1 
gingrit	19525800.txt:1 
girdle	19525800.txt:1 
glad	19525800.txt:38 
gladdened	19525800.txt:1 
gladness	19525800.txt:2 
glare	19525800.txt:2 
glass	19525800.txt:8 
glee	19525800.txt:6 
gloated	19525800.txt:1 
glorious	19525800.txt:1 
gloved	19525800.txt:1 
gloves	19525800.txt:2 
glowworm	19525800.txt:1 
gobelin	19525800.txt:1 
godly	19525800.txt:2 
goodit	19525800.txt:1 
goold	19525800.txt:1 
gorgeous	19525800.txt:3 
goslings	19525800.txt:1 
gossip	19525800.txt:5 
government	19525800.txt:2 
gown	19525800.txt:10 
gowns	19525800.txt:4 
gracechurch	19525800.txt:3 
grandfathers	19525800.txt:1 
granted	19525800.txt:4 
grateful	19525800.txt:4 
gratefully	19525800.txt:1 
grave	19525800.txt:17 
grazier	19525800.txt:2 
grease	19525800.txt:1 
greasy	19525800.txt:1 
greater	19525800.txt:10 
greatest	19525800.txt:4 
greeted	19525800.txt:5 
greeting	19525800.txt:5 
gretna	19525800.txt:1 
grievously	19525800.txt:1 
groaned	19525800.txt:1 
groom	19525800.txt:7 
grotto	19525800.txt:2 
growled	19525800.txt:2 
growling	19525800.txt:1 
grubbing	19525800.txt:1 
guards	19525800.txt:2 
guided	19525800.txt:1 
guides	19525800.txt:1 
habitation	19525800.txt:2 
hackney	19525800.txt:1 
halfbrothers	19525800.txt:1 
halfuttered	19525800.txt:1 
halfwolf	19525800.txt:1 
halted	19525800.txt:3 
halve	19525800.txt:1 
handing	19525800.txt:2 
handkerchiefs	19525800.txt:1 
hanoverian	19525800.txt:1 
happen	19525800.txt:1 
happily	19525800.txt:6 
happiness	19525800.txt:7 
harpy	19525800.txt:1 
harridan	19525800.txt:1 
harriets	19525800.txt:11 
haste	19525800.txt:10 
hasty	19525800.txt:3 
hate	19525800.txt:4 
hated	19525800.txt:2 
hates	19525800.txt:1 
headlong	19525800.txt:1 
headstrong	19525800.txt:1 
hearing	19525800.txt:13 
hearsay	19525800.txt:1 
heartfelt	19525800.txt:1 
hearth	19525800.txt:3 
heat	19525800.txt:5 
heaven	19525800.txt:9 
heavily	19525800.txt:4 
heeding	19525800.txt:2 
held	19525800.txt:26 
helmets	19525800.txt:1 
helped	19525800.txt:3 
helpless	19525800.txt:3 
hernot	19525800.txt:1 
heroics	19525800.txt:1 
herries	19525800.txt:15 
herselfafter	19525800.txt:1 
hesitates	19525800.txt:1 
highcrowned	19525800.txt:1 
higher	19525800.txt:8 
highspirited	19525800.txt:1 
him	19525800.txt:414 
himself	19525800.txt:67 
hindered	19525800.txt:2 
hinge	19525800.txt:1 
hinted	19525800.txt:1 
hitched	19525800.txt:1 
hoards	19525800.txt:2 
hoarsely	19525800.txt:1 
hold	19525800.txt:19 
holds	19525800.txt:2 
holidays	19525800.txt:1 
homeher	19525800.txt:1 
homesick	19525800.txt:1 
honeysuckles	19525800.txt:1 
honourbut	19525800.txt:1 
hoofs	19525800.txt:2 
hoop	19525800.txt:4 
hope	19525800.txt:66 
hoped	19525800.txt:12 
hopes	19525800.txt:8 
hopethat	19525800.txt:1 
horace	19525800.txt:2 
hospitable	19525800.txt:2 
hottest	19525800.txt:1 
hounours	19525800.txt:1 
house	19525800.txt:121 
housekeeper	19525800.txt:10 
hovered	19525800.txt:4 
humility	19525800.txt:1 
hungered	19525800.txt:1 
hurting	19525800.txt:1 
hushed	19525800.txt:3 
hypochondriacal	19525800.txt:1 
ichabod	19525800.txt:1 
idea	19525800.txt:14 
ideas	19525800.txt:2 
ignorant	19525800.txt:5 
ikon	19525800.txt:1 
illpowdered	19525800.txt:1 
illprovided	19525800.txt:1 
illsuppressed	19525800.txt:1 
imaginary	19525800.txt:1 
imbecility	19525800.txt:1 
imitate	19525800.txt:1 
imperceptible	19525800.txt:1 
imperfect	19525800.txt:2 
imperious	19525800.txt:6 
impervious	19525800.txt:1 
implicitly	19525800.txt:1 
importance	19525800.txt:2 
importunity	19525800.txt:1 
imposition	19525800.txt:1 
impossible	19525800.txt:16 
impression	19525800.txt:4 
imprudent	19525800.txt:1 
impudence	19525800.txt:2 
inaccessible	19525800.txt:1 
inanimate	19525800.txt:1 
inappropriate	19525800.txt:1 
incendiary	19525800.txt:1 
inch	19525800.txt:1 
included	19525800.txt:1 
incredulous	19525800.txt:2 
indies	19525800.txt:3 
indulge	19525800.txt:1 
indulgence	19525800.txt:1 
inexperienced	19525800.txt:2 
inexplicable	19525800.txt:2 
inexpressible	19525800.txt:2 
inflicted	19525800.txt:2 
inflicts	19525800.txt:1 
inform	19525800.txt:4 
ingrain	19525800.txt:1 
injuria	19525800.txt:1 
inky	19525800.txt:1 
inmost	19525800.txt:1 
inquired	19525800.txt:6 
inquires	19525800.txt:2 
inquisitively	19525800.txt:1 
insect	19525800.txt:1 
inside	19525800.txt:2 
insignia	19525800.txt:1 
insinuation	19525800.txt:1 
insist	19525800.txt:1 
inspection	19525800.txt:2 
instal	19525800.txt:1 
instant	19525800.txt:4 
instead	19525800.txt:11 
instructions	19525800.txt:2 
insult	19525800.txt:3 
intaglio	19525800.txt:1 
intellect	19525800.txt:1 
intensity	19525800.txt:1 
intention	19525800.txt:1 
intercept	19525800.txt:1 
interfere	19525800.txt:5 
intermission	19525800.txt:1 
intervals	19525800.txt:4 
interview	19525800.txt:3 
introduction	19525800.txt:2 
inventions	19525800.txt:1 
invitations	19525800.txt:1 
irate	19525800.txt:1 
iv	19525800.txt:2 
jailor	19525800.txt:1 
james	19525800.txt:2 
jarring	19525800.txt:1 
jenny	19525800.txt:7 
joe	19525800.txt:1 
johannes	19525800.txt:1 
joint	19525800.txt:1 
jonah	19525800.txt:1 
jovians	19525800.txt:6 
joy	19525800.txt:12 
joyfully	19525800.txt:1 
joyous	19525800.txt:2 
jumbos	19525800.txt:9 
jus	19525800.txt:1 
justified	19525800.txt:2 
keeper	19525800.txt:1 
keightley	19525800.txt:1 
kicks	19525800.txt:2 
kill	19525800.txt:2 
kindly	19525800.txt:17 
kindred	19525800.txt:1 
kinswoman	19525800.txt:5 
kitchen	19525800.txt:5 
kne	19525800.txt:1 
kneeling	19525800.txt:2 
knowledge	19525800.txt:13 
laburnums	19525800.txt:1 
ladies	19525800.txt:52 
lamentable	19525800.txt:1 
lancet	19525800.txt:1 
landed	19525800.txt:1 
lapwings	19525800.txt:1 
large	19525800.txt:33 
largesse	19525800.txt:1 
lasses	19525800.txt:1 
lately	19525800.txt:4 
lavender	19525800.txt:1 
leaf	19525800.txt:1 
leap	19525800.txt:1 
learnt	19525800.txt:9 
leavetaking	19525800.txt:1 
leaving	19525800.txt:13 
lengths	19525800.txt:2 
leniency	19525800.txt:1 
letter	19525800.txt:44 
levelled	19525800.txt:2 
library	19525800.txt:1 
lid	19525800.txt:1 
lids	19525800.txt:2 
liefer	19525800.txt:1 
lighted	19525800.txt:2 
lightgrey	19525800.txt:1 
lights	19525800.txt:1 
likened	19525800.txt:1 
lime	19525800.txt:1 
limping	19525800.txt:1 
lin	19525800.txt:1 
lingering	19525800.txt:3 
linked	19525800.txt:1 
lisped	19525800.txt:1 
listless	19525800.txt:1 
livelihood	19525800.txt:2 
lively	19525800.txt:2 
loaf	19525800.txt:2 
loathed	19525800.txt:1 
locked	19525800.txt:3 
lofty	19525800.txt:4 
loneliness	19525800.txt:3 
longbreasted	19525800.txt:1 
lord	19525800.txt:17 
lords	19525800.txt:5 
louder	19525800.txt:5 
loutishlooking	19525800.txt:1 
love	19525800.txt:76 
loveable	19525800.txt:1 
loved	19525800.txt:13 
loves	19525800.txt:7 
low	19525800.txt:23 
lower	19525800.txt:3 
loyalty	19525800.txt:3 
luckily	19525800.txt:1 
luke	19525800.txt:1 
lumbered	19525800.txt:1 
lunnon	19525800.txt:1 
machine	19525800.txt:1 
madder	19525800.txt:2 
magnates	19525800.txt:1 
magnet	19525800.txt:1 
maimed	19525800.txt:1 
majeste	19525800.txt:1 
majestic	19525800.txt:4 
majesty	19525800.txt:3 
majordomo	19525800.txt:1 
maker	19525800.txt:1 
making	19525800.txt:36 
mammas	19525800.txt:2 
mana	19525800.txt:1 
manner	19525800.txt:22 
mantle	19525800.txt:2 
mantuamaking	19525800.txt:1 
marking	19525800.txt:1 
married	19525800.txt:27 
marrying	19525800.txt:2 
marshes	19525800.txt:1 
marveile	19525800.txt:1 
mask	19525800.txt:1 
masks	19525800.txt:1 
massive	19525800.txt:1 
mastered	19525800.txt:2 
matchmaker	19525800.txt:1 
mate	19525800.txt:1 
mattermy	19525800.txt:1 
maugre	19525800.txt:1 
meaning	19525800.txt:5 
meant	19525800.txt:16 
meanwhile	19525800.txt:4 
meat	19525800.txt:2 
mechanical	19525800.txt:1 
medallions	19525800.txt:1 
meddling	19525800.txt:3 
meek	19525800.txt:1 
meeting	19525800.txt:13 
megrim	19525800.txt:2 
melancholy	19525800.txt:11 
mended	19525800.txt:1 
mental	19525800.txt:3 
mercury	19525800.txt:1 
mesdemoiselles	19525800.txt:1 
messages	19525800.txt:4 
midge	19525800.txt:1 
miles	19525800.txt:3 
mincepie	19525800.txt:1 
minorca	19525800.txt:1 
mirth	19525800.txt:4 
misapprehension	19525800.txt:1 
misr	19525800.txt:1 
missee	19525800.txt:2 
missies	19525800.txt:1 
missmadam	19525800.txt:1 
mistake	19525800.txt:5 
mistresses	19525800.txt:4 
misunderstanding	19525800.txt:1 
moaning	19525800.txt:1 
mob	19525800.txt:3 
mobcap	19525800.txt:1 
modelled	19525800.txt:1 
moderatesized	19525800.txt:1 
modulated	19525800.txt:1 
mohock	19525800.txt:1 
moment	19525800.txt:45 
momentary	19525800.txt:1 
monitress	19525800.txt:1 
monsters	19525800.txt:2 
moped	19525800.txt:6 
mossgrown	19525800.txt:2 
mothers	19525800.txt:27 
motto	19525800.txt:3 
mount	19525800.txt:2 
mountains	19525800.txt:2 
mourns	19525800.txt:1 
movements	19525800.txt:1 
moving	19525800.txt:3 
mr	19525800.txt:318 
mrs	19525800.txt:228 
muchgrieved	19525800.txt:1 
muckle	19525800.txt:1 
multitudes	19525800.txt:1 
murders	19525800.txt:1 
murmurs	19525800.txt:2 
musical	19525800.txt:1 
musty	19525800.txt:2 
myself	19525800.txt:33 
namely	19525800.txt:3 
namesake	19525800.txt:1 
nannerl	19525800.txt:4 
nay	19525800.txt:29 
nearly	19525800.txt:10 
neatlytied	19525800.txt:1 
necessarily	19525800.txt:1 
necessary	19525800.txt:4 
necessity	19525800.txt:1 
needle	19525800.txt:1 
needlework	19525800.txt:1 
neglected	19525800.txt:3 
nether	19525800.txt:1 
nevvy	19525800.txt:1 
night	19525800.txt:59 
nightcap	19525800.txt:2 
noble	19525800.txt:5 
nobody	19525800.txt:10 
nominal	19525800.txt:1 
nondescript	19525800.txt:1 
nonresidence	19525800.txt:1 
norroway	19525800.txt:1 
note	19525800.txt:10 
noted	19525800.txt:2 
notes	19525800.txt:4 
nought	19525800.txt:1 
novel	19525800.txt:3 
november	19525800.txt:1 
oath	19525800.txt:6 
object	19525800.txt:5 
objections	19525800.txt:1 
oblique	19525800.txt:1 
oblivion	19525800.txt:2 
oblong	19525800.txt:1 
observe	19525800.txt:2 
obsolete	19525800.txt:1 
occupant	19525800.txt:1 
odour	19525800.txt:1 
of	19525800.txt:2457 
offend	19525800.txt:1 
officers	19525800.txt:1 
oflet	19525800.txt:1 
oldest	19525800.txt:2 
olympus	19525800.txt:1 
ombre	19525800.txt:1 
ominous	19525800.txt:1 
omitted	19525800.txt:1 
openmouthed	19525800.txt:1 
opposition	19525800.txt:1 
orbis	19525800.txt:1 
orbs	19525800.txt:2 
others	19525800.txt:21 
outlandish	19525800.txt:2 
outline	19525800.txt:1 
outspoken	19525800.txt:1 
outworks	19525800.txt:2 
overcame	19525800.txt:3 
overflowing	19525800.txt:1 
overlooked	19525800.txt:1 
overpress	19525800.txt:1 
overtake	19525800.txt:1 
overwhelming	19525800.txt:1 
owing	19525800.txt:4 
ownyour	19525800.txt:1 
oxfords	19525800.txt:1 
pacing	19525800.txt:1 
packing	19525800.txt:2 
page	19525800.txt:1 
pages	19525800.txt:2 
pair	19525800.txt:9 
pale	19525800.txt:22 
palmer	19525800.txt:28 
panelled	19525800.txt:1 
panting	19525800.txt:3 
papa	19525800.txt:17 
papas	19525800.txt:1 
papers	19525800.txt:8 
parade	19525800.txt:5 
parcel	19525800.txt:2 
paris	19525800.txt:1 
parlor	19525800.txt:1 
parlour	19525800.txt:17 
particular	19525800.txt:3 
particularly	19525800.txt:1 
passagemoney	19525800.txt:1 
passenger	19525800.txt:1 
passive	19525800.txt:1 
passiveness	19525800.txt:1 
passkey	19525800.txt:2 
passport	19525800.txt:1 
patch	19525800.txt:1 
patchbox	19525800.txt:2 
paved	19525800.txt:4 
pawns	19525800.txt:1 
peal	19525800.txt:5 
pebbles	19525800.txt:1 
peculiar	19525800.txt:3 
pen	19525800.txt:6 
penitence	19525800.txt:1 
perceived	19525800.txt:6 
pere	19525800.txt:1 
perfected	19525800.txt:1 
perform	19525800.txt:2 
performances	19525800.txt:1 
perilous	19525800.txt:4 
permanently	19525800.txt:2 
perpendicularly	19525800.txt:1 
perpetrated	19525800.txt:1 
perplexity	19525800.txt:10 
persist	19525800.txt:1 
personal	19525800.txt:6 
persons	19525800.txt:7 
pert	19525800.txt:1 
petted	19525800.txt:1 
philosophers	19525800.txt:1 
phosphoric	19525800.txt:1 
pick	19525800.txt:1 
pie	19525800.txt:1 
piece	19525800.txt:15 
pies	19525800.txt:1 
piglings	19525800.txt:1 
pillionwise	19525800.txt:1 
pillows	19525800.txt:1 
pine	19525800.txt:1 
pint	19525800.txt:1 
pistachio	19525800.txt:1 
plagues	19525800.txt:1 
plaintive	19525800.txt:1 
plaster	19525800.txt:2 
plats	19525800.txt:1 
play	19525800.txt:16 
players	19525800.txt:1 
plays	19525800.txt:3 
plea	19525800.txt:3 
plead	19525800.txt:1 
pleasantry	19525800.txt:1 
plump	19525800.txt:4 
plunge	19525800.txt:3 
pocket	19525800.txt:6 
poem	19525800.txt:2 
poems	19525800.txt:2 
pon	19525800.txt:1 
pond	19525800.txt:1 
poor	19525800.txt:176 
port	19525800.txt:2 
porters	19525800.txt:1 
portraits	19525800.txt:4 
position	19525800.txt:8 
possessed	19525800.txt:3 
possession	19525800.txt:3 
possible	19525800.txt:27 
postmans	19525800.txt:1 
poverty	19525800.txt:4 
pox	19525800.txt:1 
practice	19525800.txt:2 
practiced	19525800.txt:1 
practices	19525800.txt:1 
preached	19525800.txt:1 
preceded	19525800.txt:1 
precedent	19525800.txt:1 
predecessor	19525800.txt:1 
preferred	19525800.txt:4 
preferring	19525800.txt:2 
preparation	19525800.txt:2 
preparatory	19525800.txt:1 
prerogative	19525800.txt:1 
presage	19525800.txt:1 
presaged	19525800.txt:1 
presence	19525800.txt:16 
pressed	19525800.txt:3 
presses	19525800.txt:1 
presumptuous	19525800.txt:3 
pretences	19525800.txt:2 
pretender	19525800.txt:1 
prettily	19525800.txt:2 
previous	19525800.txt:2 
previously	19525800.txt:1 
prey	19525800.txt:2 
pricked	19525800.txt:1 
primed	19525800.txt:1 
prince	19525800.txt:6 
principally	19525800.txt:1 
principles	19525800.txt:1 
private	19525800.txt:11 
proceed	19525800.txt:3 
proceeds	19525800.txt:1 
procure	19525800.txt:1 
procured	19525800.txt:3 
producing	19525800.txt:4 
profile	19525800.txt:1 
prone	19525800.txt:1 
properly	19525800.txt:5 
propitiated	19525800.txt:1 
propriety	19525800.txt:1 
proserpine	19525800.txt:2 
proserpines	19525800.txt:1 
prostrate	19525800.txt:1 
protestant	19525800.txt:1 
protesting	19525800.txt:1 
proved	19525800.txt:6 
proverb	19525800.txt:2 
proves	19525800.txt:1 
providence	19525800.txt:1 
proving	19525800.txt:1 
provision	19525800.txt:1 
provisions	19525800.txt:1 
provoking	19525800.txt:1 
psalms	19525800.txt:4 
puff	19525800.txt:1 
puffs	19525800.txt:1 
pulled	19525800.txt:1 
pulse	19525800.txt:1 
purposely	19525800.txt:1 
push	19525800.txt:1 
puzzling	19525800.txt:1 
quailed	19525800.txt:1 
quantity	19525800.txt:1 
quartette	19525800.txt:1 
queening	19525800.txt:1 
quenched	19525800.txt:1 
quickening	19525800.txt:1 
quietly	19525800.txt:6 
quoins	19525800.txt:1 
racine	19525800.txt:4 
radiating	19525800.txt:1 
rally	19525800.txt:1 
rank	19525800.txt:7 
ranks	19525800.txt:1 
ransom	19525800.txt:2 
rapid	19525800.txt:3 
raptores	19525800.txt:1 
rapture	19525800.txt:1 
rate	19525800.txt:6 
rather	19525800.txt:33 
razor	19525800.txt:1 
reached	19525800.txt:12 
reaction	19525800.txt:1 
readily	19525800.txt:5 
readsgay	19525800.txt:1 
ready	19525800.txt:39 
realise	19525800.txt:1 
reanimated	19525800.txt:1 
reassuring	19525800.txt:2 
recalled	19525800.txt:4 
recalling	19525800.txt:1 
receipts	19525800.txt:1 
recent	19525800.txt:4 
recite	19525800.txt:5 
reciting	19525800.txt:1 
reckoned	19525800.txt:3 
reclined	19525800.txt:1 
recompense	19525800.txt:2 
recreationsshall	19525800.txt:1 
rectory	19525800.txt:2 
redoubled	19525800.txt:1 
reference	19525800.txt:3 
reforms	19525800.txt:1 
refresh	19525800.txt:1 
regaining	19525800.txt:1 
regardless	19525800.txt:1 
regretted	19525800.txt:2 
reign	19525800.txt:1 
reined	19525800.txt:1 
reiterated	19525800.txt:1 
rejected	19525800.txt:1 
rejoicing	19525800.txt:1 
rejoined	19525800.txt:2 
relationship	19525800.txt:1 
relaxed	19525800.txt:1 
relaxing	19525800.txt:1 
releasing	19525800.txt:2 
relief	19525800.txt:8 
relieved	19525800.txt:8 
relinquish	19525800.txt:1 
relished	19525800.txt:3 
reluctance	19525800.txt:5 
remain	19525800.txt:19 
remains	19525800.txt:4 
remedy	19525800.txt:1 
reminding	19525800.txt:1 
remonstrating	19525800.txt:1 
remorseful	19525800.txt:1 
renewed	19525800.txt:2 
renewing	19525800.txt:1 
repeat	19525800.txt:12 
repetitions	19525800.txt:1 
replied	19525800.txt:19 
replies	19525800.txt:1 
repugnant	19525800.txt:2 
requested	19525800.txt:5 
researches	19525800.txt:1 
resented	19525800.txt:1 
resided	19525800.txt:1 
residuum	19525800.txt:1 
resist	19525800.txt:2 
resolute	19525800.txt:4 
resolution	19525800.txt:1 
resolved	19525800.txt:4 
resort	19525800.txt:1 
respectability	19525800.txt:1 
respects	19525800.txt:7 
resplendent	19525800.txt:1 
restlessness	19525800.txt:2 
result	19525800.txt:3 
retaining	19525800.txt:1 
retire	19525800.txt:1 
retired	19525800.txt:5 
reverence	19525800.txt:4 
reversion	19525800.txt:1 
revolved	19525800.txt:1 
rewarded	19525800.txt:2 
rheumatic	19525800.txt:1 
ribbed	19525800.txt:2 
ribbon	19525800.txt:4 
ribbons	19525800.txt:6 
richly	19525800.txt:2 
rightly	19525800.txt:2 
roast	19525800.txt:1 
rob	19525800.txt:1 
romance	19525800.txt:3 
roof	19525800.txt:3 
roofs	19525800.txt:1 
rooks	19525800.txt:1 
rouged	19525800.txt:2 
rouse	19525800.txt:6 
rout	19525800.txt:7 
routing	19525800.txt:1 
ruggles	19525800.txt:1 
rumbling	19525800.txt:1 
rushed	19525800.txt:5 
rushes	19525800.txt:1 
rustic	19525800.txt:4 
rustics	19525800.txt:1 
sabreur	19525800.txt:1 
sacred	19525800.txt:4 
saddled	19525800.txt:1 
sailed	19525800.txt:4 
saint	19525800.txt:2 
sampler	19525800.txt:1 
sane	19525800.txt:1 
sashwindows	19525800.txt:1 
sat	19525800.txt:37 
satin	19525800.txt:5 
satisfy	19525800.txt:3 
savage	19525800.txt:1 
savages	19525800.txt:3 
say	19525800.txt:128 
saying	19525800.txt:38 
sayings	19525800.txt:1 
says	19525800.txt:48 
scampered	19525800.txt:1 
scandal	19525800.txt:4 
scandalised	19525800.txt:1 
scanning	19525800.txt:1 
scarcely	19525800.txt:32 
scared	19525800.txt:1 
scenes	19525800.txt:2 
schomberg	19525800.txt:1 
scissors	19525800.txt:2 
scold	19525800.txt:1 
scrubbing	19525800.txt:1 
scruple	19525800.txt:1 
sea	19525800.txt:5 
searching	19525800.txt:3 
seas	19525800.txt:5 
seclusion	19525800.txt:6 
second	19525800.txt:25 
